artist,title,lyrics,description,release date
The Grateful Dead,Ripple,"Ripple Lyrics
If my words did glow with the gold of sunshine
And my tunes were played on the harp unstrung
Would you hear my voice come through the music?
Would you hold it near as it were your own?

It's a hand-me-down, the thoughts are broken
Perhaps they're better left unsung
I don't know, don't really care
Let there be songs to fill the air

Ripple in still water
When there is no pebble tossed
Nor wind to blow

Reach out your hand, if your cup be empty
If your cup is full, may it be again
Let it be known there is a fountain
That was not made by the hands of men

There is a road, no simple highway
Between the dawn and the dark of night
And if you go, no one may follow
That path is for your steps alone
Ripple in still water
When there is no pebble tossed
Nor wind to blow

You who choose to lead must follow
But if you fall you fall alone
If you should stand then who's to guide you?
If I knew the way I would take you home21Embed","“Ripple” is the sixth song on the Grateful Dead album American Beauty. It was released as the B-side to the single “Truckin'”.

Robert Hunter wrote this song in 1970 in London in the same afternoon he wrote “Brokedown Palace” and “To Lay Me Down” (reputedly also drinking half a bottle of retsina in the process).

The song debuted August 18, 1970 at Fillmore West in San Francisco. Jerry Garcia wrote the music to this song.","November 1, 1970"
The Grateful Dead,Scarlet Begonias,"Scarlet Begonias LyricsAs I was walking round Grosvenor Square
Not a chill to the winter
But a nip to the air
From the other direction
She was calling my eye
It could be an illusion
But I might as well try
Might as well try
She had rings on her fingers and
Bells on her shoes
And I knew without asking she was
Into the blues
She wore scarlet begonias
Tucked into her curls
I knew right away
She was not like other girls
Other girls
In the thick of the evening
When the dealing got rough
She was too pat to open
And too cool to bluff
As I picked up my matches and
Was closing the door
I had one of those flashes:
I'd been there before
Been there before
I ain't often right
But I've never been wrong
It seldom turns out the way
It does in the song
Once in a while
You get shown the light
In the strangest of places
If you look at it right
Well, there ain't nothing wrong
With the way she moves
Or scarlet begonias or a
Touch of the blues
And there's nothing wrong with
The look that's in her eye
I had to learn the hard way
To let her pass by
Let her pass by
The wind in the willows played tea for two
The sky was yellow and the sun was blue
Strangers stopping strangers
Just to shake their hand
Everybody's playing
In the Heart of Gold Band
Heart of Gold Band5Embed","“Scarlet Begonias” is the stand-out masterpiece of 1974’s From the Mars Hotel. The song has a Caribbean feel that Garcia would later relate to Paul Simon’s “Me and Julio Down by the Schoolyard.” An acoustic song done electronically, Hunter wrote the lyrics – which echo the British nursery rhyme “Ride a Cock Horse to Banbury Cross” – while living in England. Whether his references are meant to allude to Queen Elizabeth or Lady Godiva, the lady with the flowers was one of Hunter’s most exquisitely romantic objects of desire, a quest destined to fail.



The live debut of “Scarlet Begonias” came on March 23, 1974 at the Cow Palace in Daly City, California. This concert was later released partially on Dick’s Picks Vol. 24","June 27, 1974"
The Grateful Dead,Friend of the Devil,"Friend of the Devil Lyrics
I lit out from Reno, I was trailed by twenty hounds
Didn't get to sleep that night 'til the morning came around

Set out runnin' but I take my time
A friend of the devil is a friend of mine
If I get home before daylight
Just might get some sleep tonight

Ran into the devil, babe, he loaned me twenty bills
Spent the night in Utah in a cave up in the hills

Set out runnin' but I take my time
A friend of the devil is a friend of mine
If I get home before daylight
Just might get some sleep tonight

I ran down to the levee but the devil caught me there
He took my twenty dollar bill and he vanished in the air

Set out runnin' but I take my time
A friend of the devil is a friend of mine
If I get home before daylight
Just might get some sleep tonight
Got two reasons why I cry away each lonely night:
The first one's named sweet Anne Marie, and she's my heart's delight
The second one is prison, babe, and the sheriff's on my trail
And if he catches up with me, I'll spend my life in jail

Got a wife in Chino, babe, and one in Cherokee
The first one says she's got my child, but it don't look like me

Set out runnin' but I take my time
A friend of the devil is a friend of mine
If I get home before daylight
Just might get some sleep tonight

Got two reasons why I cry away each lonely night:
The first one's named sweet Anne Marie, and she's my heart's delight
The second one is prison, babe, the sheriff's on my trail
And if he catches up with me, I'll spend my life in jail

Got a wife in Chino, babe, and one in Cherokee
The first one says she's got my child, but it don't look like me
Set out runnin' but I take my time
A friend of the devil is a friend of mine
If I get home before daylight
Just might get some sleep tonight5Embed","In this song, The Grateful Dead write about a life of crime and how it has affected the narrator—all contained in that beautiful downward melody with which the whole opens and rolls along.

The main theme of the song is that a life of crime always sticks with you. That is to say, once you deal with the devil you will always deal with the devil. The song goes on to talk about all the measures the narrator must take and all the things that he (I assume it is a he) must endure/misses due to his life of crime.

The song was originally written by Robert Hunter for the New Riders of the Purple Sage, and was written along with NRPS’s John Dawson.","November 1, 1970"
Hans Zimmer,Hoist the Colours,"Hoist the Colours LyricsThe king and his men
Stole the queen from her bed
And bound her in her bones
The seas be ours
And by the powers
Where we will, we'll roam
Yo, ho, all together
Hoist the colours high
Heave ho, thieves and beggars
Never shall we die
Yo, ho, haul together
Hoist the colours high
Heave ho, thieves and beggars
Never shall we die
Some men have died
And some are alive
And others sail on the sea
– With the keys to the cage...
And the Devil to pay
We lay to Fiddler's Green!
The bell has been raised
From it's watery grave...
Do you hear it's sepulchral tone?
We are a call to all
Pay head the squall
And turn your sail toward home!
Yo, ho, all together
Hoist the colours high
Heave ho, thieves and beggars
Never shall we die!5Embed",The story of how Davy Jones and the first Pirate Brethren bound the sea goddess Calypso,"May 22, 2007"
Hans Zimmer,Equation,"Equation Lyrics
Minus 2 by minus 3
6Y you end up with 5
X plus 3Y times 2XXY
Rewrite equation one

Have I made you cross?
Have I made you sad?
Have I made you proud, Mom?
Will I ever know
How white is the snow?
Does it matter after all?
Will I ever learn
How to fly like birds?
Maybe
In an hour
In a day
In a week
In a thousand weeks
In a year
In a million years

Are you good as gold?
Are you far from hope?
Are you well?
Hello, Dad?
Will I be a brave
Will I be a bright
Will I be a good grown-up?1Embed",?,"August 6, 2015"
Hans Zimmer,Suís-moi (French Version),"Suís-moi (French Version) Lyrics
Suis-moi, là, où ? Je n’sais où
Suis-moi, et si j'y suis pas
Suis-moi, là où il niche, l'hibou
Suis-moi, on y est, ou presque
Suis-moi, là où rien ne presse
Suis-moi, et v'là qu'nous y voilà

S'pose (s'pose)
C'est si bon quand on s'pose (s'pose)
Plus d'question et qu'on ose (ose)
Ouvrir enfin les bras (ose les bras)
S'perd (s'perd)
C'est si bon quand on s'perd (s'perd)
Sans ces espèces de r'pères (pères)
Qui nous repèrent même pas (repèrent même pas)
S'pâme
C'est si bon quand on s'pâme
D'être si beau ici-bas

Suis-moi, qui suis-je, le sais-tu ?
Suis-moi, ton sosie salue
Suis-moi, et si moi, c'était toi ?
Suis-moi, ici, on s'salit
Suis-moi, en sueur ou en suie
Suis-moi, de ci, de la sol si la
S'peut (s'peut)
C'est si bon quand ça s'peut (s'peut)
Que qui l'peut plus, peut l'mieux (mieux)
Mieux que qui, mieux que quoi (mieux que quoi)
S'plie (s'plie)
C'est si bon quand on s'plie (s'plie)
De rire et que la pluie (pluie)
Pleure elle aussi de joie (pleure de joie)
S'parle
C'est si bon quand on s'parle
Si haut ici-bas

'space
C'est si bon quand c’t’espace (C'est si bon quand c’t’espace)
Est si beau ici-bas2Embed",?,"August 6, 2015"
Hans Zimmer,Turnaround,"Turnaround Lyrics
One, two, three, four
Pa-da-da-dip-du-du-dap
Pa-da-da-di-da
Pa-da-da-dip-du-du-dap
Pa-da-da-di-da
Pa-da-da-dip-du-du-dap
Pa-da-doo-di-da

Turn around, I'm right behind you
Turn around, I'll turn around too
Turn around, so we can clap hands
Turn around, it's flight or flutter
Turn around, hot peas and butter
Turn around, I'm fallin' in the grass
Pa-da-dee-du-du

Straight (Straight), how can you be so straight? (Straight)
Life is everything but straight (Straight)
It's going up and down
Far (Far)
Happiness isn't far (Far)
Not far from where you are (Are)
Watching your life go by (By, by by)
Now, why don't you sing out loud?
The tune you keep inside?
Pa-da-da-dip-du-du-dip
Pa-da-da-du-da
Pa-da-da-dip-du-du-dip
Ta-da-da-du-da
Pa-da-da-dip-du-du-dup
Tu-rup-pa-da-da-du-di-da

Turnaround, around the circle
Turnaround, just like duetto
Turnaround, and listen to the wind
Turnaround, and put your pen down
Turnaround, your feet off the ground
Turnaround, and your head in the clouds

Shy (Shy)
How can you be so shy? (Shy)
Hiding below the stars (Stars)
Under your neon light (Light)
Hi (Hi)
Don't say hello, say hi (Hi)
Hi to a higher sky (Sky)
Hi to a higher ground
Loud, why don't you sing out loud?
The words you keep inside?
Pa-da-da-dip-du-du-dap-du
Ta-da-da-du-da
Pa-da-da-dip-du-du-da-du
Ba-da-da-du-da
Pa-da-da-dip-du-du-da-du
Ba-da-da-du-da
Pa-da-da-dip-du-du-da-du
Ba-da-da-du-da
Pa-da-da-dip-du-du-da-du
Ba-da-da-du-da
Pa-da-da-dip-du-du-da-du
Ba-da-da-di-da
Pa-da-da-dip-du-du-da-du
Ba-da-da-di-da
Pa-da-da-dip-du-du-da

Why don't you sing it out loud?
Why don't you sing out loud? (Why don't you sing out loud what you sing out loud?)
The song you keep inside?1Embed","A song from the movie “The Little Prince.” This also appears in Patton’s playlist. A Spotify playlist made by Thomas Sanders about his character, Patton, from his web series “Sanders Sides.”","August 6, 2015"
Jim Sullivan,U.F.O.,"U.F.O. LyricsShaking like a leaf on the desert heat
His daddy's got a bang that's hard to beat
I bought me a ticket got a front row seat
I'm checking out the show
With a glassy eye
Looking at the sun dancing through the sky
Did he come by U.F.O.?
Lotta chicks will pull in the book I read
Only man I know that got up from the dead
Lot of people living by the words that he said
I'm checking out the show
With a glassy eye
Looking at the sun dancing through the sky
Did he come by U.F.O.?
Think he'll ever come again a different way
Maybe he is coming though while I was away
Too much goodness is a sin today
I'm checking out the show
With a glassy eye
Looking at the sun dancing through the sky
Did he come by U.F.O?
There is something happening
It isn't too clear
Just a little different than the previous year
I think that happiness is getting very near
I'm checking out the show
With a glassy eye
Looking at the sun dancing through the sky
Did he come by U.F.O?
Did he come by U.F.O?
Did he come by U.F.O?2Embed","The title track of Jim Sullivan’s mysterious album, U.F.O. ponders if the second coming of Jesus Christ will be via U.F.O.

The singer eagerly looks up into the sky through a telescope/binoculars to catch a glimpse at a U.F.O. carrying Jesus.

This song may be inspired by the Miracle of the Sun, an event in 1917 where hundreds of eye witnesses in Portugal reported seeing the sun dancing and zig-zagging through the sky. The “miracle” was attributed to the Virgin Mary.

https://en.wikipedia.org/wiki/Miracle_of_the_Sun","June 15, 1969"
Jim Sullivan,Jerome,"Jerome LyricsAnd I found a magic man
I bought a pound of magic and
A kinda dream and plan
Where you lay you hand
I found a magic man
Where is where it's at Jerome?
Where is there I want to go?
Where is where it's at Jerome?
Is it a place out there?
Just a town down there
If you're driving slow
Where is where it's at Jerome?
If you take your magic slow
Maybe you can find Jerome
Sits on top of a hill
Overneath a hole
If you're driving slow
Maybe you can find Jerome
Maybe you can find Jerome
Maybe you can find Jerome
Look all around and see if you can spot JeromeEmbed","According to Jim, Jerome was a small town that was the birthplace of his Sister-In-Law.

However, the rest of the song could be interpreted to be about psychedelic drugs, or a mystical experience. This makes sense considering the sort of drug-addled grammar of the track, and Jim’s own drug use.",1969
Jim Sullivan,Plain As Your Eyes Can See,"Plain As Your Eyes Can See LyricsI have decided
Apart from you as company
Everything I have is borrowed
And you could to give it all to me
I started thinking
About those voices in the crowd
Words that started with a whisper
It seems they've gotten all too loud
Yes it finally got to me and so
It's doubtful that I'll ever be
Someone that you love
Plain as your eyes can see
Read what the sides say
Fallen rocks are on the road
The bridge is out you'd better drive slow
I guess there's no place left to go
Yes it finally got to me and so
It's doubtful that I'll ever be
Someone that you love
Plain as your eyes can see1Embed","By many accounts, some of which are in the liner notes for U.F.O., Jim Sullivan’s wife was the main breadwinner in his family. Additionally, the couple was not unaccustomed to marital difficulties.

This song may be an expression of the difficulties Jim faced in the relationship, including his self-doubt.",1969
Jim Sullivan,Sandman,"Sandman LyricsHere I am at your
Back post door
If kindly you'll let me in
As for me
I'm hanging around
Honey now your sandman's back in town
How long since you
Slept my dear
Have you waited all this time?
Did you know?
I wouldn't let you down
Honey now your sandman's back in town
I'm here honey
Close your eyes
Reach your arms out to me
I have made it
After a long ride
Honey your sandman's back in town
No more hiding from my memories
I'm here honey
Dry your eyes
It's a pleasure
Just being around
Honey now your sandman's back in townEmbed",?,"January 1, 1969"
MF DOOM,Doomsday,"Doomsday Lyrics
Mic Check
When I was led to you
I knew you were the one for me
Come through, dig the sound
I swear the whole world could feel you MC
Crowd around
I used to cop a lot, but never copped no drop
Hold mics like pony tails tight and bob a lot
Stop and stick around, come through and dig the sound
Of the fly brown 6-0 sicko psycho who throws his dick around
Bound to go three-plat, came to destroy rap
It's a intricate plot of a b-boy strapped
Femstat cats get kidnapped
Then release a statement to the press, let the rest know who did that
Metal Fist terrorists claim responsibility
Broken household name usually said in hostility
Um... what is MF? You silly
I'd like to take ""Mens to the End"" for two milli'
""Doo-doo-doo-doo-doo!"" That's a audio daily double
Rappers need to fall off just to save me the trouble, yo
Watch your own back came in and go out alone, black
Stay in the zone—turn H2O to Cognac
On Doomsday, ever since the womb
‘Til I'm back where my brother went, that's what my tomb will say
Right above my government; Dumile
Either unmarked or engraved, hey, who's to say?

I wrote this one in B.C. D.C. O-section
If you don't believe me, go get bagged and check then
Cell number seventeen, up under the top bunk
I say this not to be mean, wish bad luck or pop junk
Pop the trunk on Cee Cipher Punk, leave him left scraped
God forbid, if there ain't no escape, blame MF tape
Definition ""super-villain"": a killer who love children
One who is well-skilled in destruction, as well as building
While Sidney Sheldon teaches the trife to be trifer
I'm trading science fiction with my man the live lifer
A pied piper holler a rhyme, a dollar and a dime
Do his thing, ring around the white collar crime
Get out my face, askin' ‘bout my case, need toothpaste
Fresher mint, monkey-style nigga get mentadent
And dope fiends still in they teens, shook niggas turn witness
Real mens mind their own business
That's the difference between sissy-pissy rappers that's double-dutch
How come I hold the microphone double-clutch
C.O.'s make rounds, never have ‘ox found
On shakedown, lock-down, wet dreams of Fox' Brown
On Doomsday!, ever since the womb
‘Til I'm back where my brother went, that's what my tomb will say
Right above my government; Dumile
Either unmarked or engraved, hey, who's to say?

Doomsday, ever since the womb
‘Til I'm back to the essence, read it off the tomb
Either engraved or unmarked grave, who's to say?
Pass the mic like ""Pass the peas like they used to say""
Some M-er F-ers don't like how Sally walk
I'll tell y'all fools it's hella cool how ladies from Cali talk
Never let her interfere with the Yeti ghetto slang
Nicknames off nipplin' tip of nipples metal fang
Known amongst hoes for the bang-bang
Known amongst foes for flow without no talking orangutans
Only gin and Tang
Guzzled out a rusty tin can, me and this mic is like yin and yang
Clang! Crime don't pay, listen, youth
It's like me holding up the line at the kissing booth
I took her back to the truck, she was uncouth
Spittin' all out the sunroof, through her missing tooth
But then she has a sexy voice, sound like Jazzy Joyce
So I turned it up faster than a speeding knife
Strong enough to please a wife
Able to drop today's math in the 48 keys of life
Cut the crap far as rap
Touch the mic, get the same thing a Arab will do to you for stealing
What the Devil? He's on another level
It's a word! No, a name! MF - the Super-Villain!
Doomsday
To dig the sound
Crowd around
When I was led to you
I knew you were the one for me
I swear the whole world could feel you MC155Embed","Samples “Kiss of Life” by Sade and “Poetry” by Boogie Down Productions.

DOOM explains in XXL Magazine:

[This song was] a while ago, so I’m trying to remember what inspired it. It’s really just normally what I’d be talking about. I kinda do bragging rap. I do the kind of hip-hop where the MC is more pointing out things and accentuating certain things that have been forgotten at some stage. So I’m really just explaining hip-hop rules. Rules about rhyming. Typical shit that you would normally do or don’t do. That’s basically it. Hold on a second, I’m crossing the street right now.

The beat was later released in his Special Herbs beat tapes. The beat is titled “Saffron” and it is on Special Herbs Vol. 2

https://www.youtube.com/watch?v=qsdoSFMXCoE","October 19, 1999"
MF DOOM,Beef Rap,"Beef Rap Lyrics

Now I haven't eaten all day. How am I gonna do this man?
Yeah don't wait for her man, don't wait for her
I'll tell you what man: come with me now and you know
I'll get you some lunch, I'll hook you up with something
I got a little bank, y'know, no problem
I hear you, that's cool (Alright? It's cool)
Man, can't you guys just wait here about a half hour, man?
Yo I'll be back man, I'm just gonna munch up a little bit man, I'm pretty hungry
Yo let him come back

Here you will find food for your body
As well as comfort for your troubled mind
I'd really like some soup (Bread and butter)
Of course my friend. What happened to your hand?
Oh, food at last!

How did they get here?
Regular storage procedure, the same as the other food
What other food?
Fish (Food) protein (Fast for ya)
Now what happened?
Well, the cop got
The next morning I went to the store to get some food
(Bread and butter) They arrested me
I'll save you (Thank you)
Would you like a snack?
Thanks for the drink

Operation Doomsday complete
All your intercoms casualty and damage testing

Enough! You talk of the people's rights
The people have only those rights which I choose to give them
And that's for their own good, believe me
I do, DOOM
They disappoint me, they must work faster
But the prisoner-
Ah yes, the young traitor who has tried to turn my people against me
Watch him. I have special plans for that one

Beef rap, could lead to getting teeth capped
Or even a wreath for mom dukes on some grief crap
I suggest you change your diet
It can lead to high blood pressure if you fry it
Or even a stroke, heart attack, heart disease
It ain't no starting back once arteries start to squeeze
Take the easy way out phony, until then
They know they wouldn't be talking that bologna in the bullpen
So disgusting, pardon self as I discuss this
They talk a wealth of shit and they ain't never seen injustice
Bust this, like a cold milk from out the toilet
Two batteries, some Brillo and some foil, heat'll boil it
He be better off on PC glued
And it's a feud so don't be in no TV mood
Every week it's mystery meat, seaweed stewed
(Food, we need food!)
He wears a mask just to cover the raw flesh
A rather ugly brother with flows that's gorgeous
Drop dead joints hit the whips like bird shit
They need it like a hole in they head or a third tit
Her bra smell, his card say, ""Aw Hell!""
Barred from all bars and kicked out the Carvel
Keep a cooker where the jar fell
And keep a cheap hooker that's off the hook like Ma Bell
Top bleeding, maybe fella took the loaded rod gears
Stop feeding babies colored sugar-coated lard squares
The odd pair swears and God fears
Even when it's rotten, we've gotten through the hard years
I wrote this note around New Year's
Off a couple of shots and a few beers, but who cares?
Enough about me, it's about the beats
Not about the streets and who food he 'bout to eat
A rhyming cannibal who's dressed to kill and cynical
Whether is it animal, vegetable or mineral
It's a miracle how he get so lyrical
And proceed to move the crowd like a old negro spiritual
For a mil', do a commercial for Mello Yello
Tell them devils, ""Hell no, sell y'all own Jello""
We hollow krills, she swallow pills
He follow flea collar three dollar bills
And squealed for halal veal, if y'all appeal
Dig the real, it's how the big ballers deal
Twirl a L after every meal (""Food!"")
What up? To all rappers: shut up with your shutting up
And keep a shirt on, at least a button-up
Yuck, is they rhymers or strippin' males?
Out-of-work jerks since they shut down Chippendales
They chippin' nails, DOOM tippin' scales
Let alone the pre-orders that's counted off shippin' sales
This one goes out to all my peoples skippin' bail
Dippin' jail, whippin' tail and sippin' ale
Light the doobie 'til it glow like a ruby
After which, they couldn't find the Villain, like Scooby
He's in the lab on some old Buddha Monk shit
Overproof drunk shit, but who'd'a thunk it?
Punk, try and ask why ours be better
Could be the iron mask or the Cosby sweater
Yes, you, who's screwed by the dude on the CD, nude
(""We need food!"")56Embed","“Beef Rapp,” the first track off of MM.. Food.
Written and produced by MF DOOM, (a.k.a. Metal Fingers when he’s producing).

This ditty here is about those rappers who make their living from “beef raps,” fights started with other rappers to boost sales. Battle raps are a true part of Hip Hop, and true battles are things of legend (e.g. MC Shan vs. KRS-One, LL Cool J vs. Kool Moe D, Hammer, Ice-T and Canibus, etc.). DOOM doesn’t care too much for it though, as he explains in XXL Magazine:


Oh yeah, “Beef Rapp.”[sic] Good song. Good choice. I just think it’s a funny word. I don’t get angry at this point, so [rap beef] is like whatever. The challenge is what it’s about with me, the challenge of being such a picky topic to handle. Also, the double entendre with the word beef, the way it’s perceived in the street world and it’s a food—a so-called food—so how it’s perceived in the nutritional realm. The fact that there’s two things that correlate there gave me enough metaphors to play with. But it’s all fun. I always do it with something that’s fun. Anger is something I don’t deal with.

It had to be two things: It had to be a food people could relate to and there had to be another play on the word. For instance, I’d say kon queso, like cheese. Everyone knows “cheese” has a reference in the street, as money and whatnot. And cheese is something that’s always added in addition to a cheeseburger or a beef patty. So it’s about finding a word where you can take two different approaches to it.","September 2, 2003"
MF DOOM,Rapp Snitch Knishes,"Rapp Snitch Knishes Lyrics
Yo! (Yo!)
MF DOOM (Mr. Fantastik)
Mr. Fantastik (Villain)
What up, nigga? (Ain't nuttin; what's the word?)
What's cracking, boy? (Same ol' shit, kid)
Man (Different day, you know?)
These rap snitches, man, shit is bugged out, man
What the fuck, man? (Shit, you telling me)
Niggas running their mouth, telling e'rything, e'rything (Critical)

Rap snitches, telling all their business
Sit in the court and be their own star witness
""Do you see the perpetrator?"" Yeah, I'm right here
Fuck around, get the whole label sent up for years, uh
Rap snitches, telling all their business
Sit in the court and be their own star witness
""Do you see the perpetrator?"" Yeah, I'm right here
Fuck around, get the whole label sent up for years

Type profile low, like A in Paid in Full
Attract heavy cash cause the game's centrifugal
Mr. Fantastik, long dough like elastic
Guard my life with twin Glocks that's made out of plastic
Can't stand a brown-nosing nigga, fake ass bastard
Admiring my style, tour bus through Manhattan
Plotting, plan the quickest, my flow's the sickest
My hoes be the thickest, my dro the stickiest
Street nigga, stamped and bonafide
When beef jump niggas come get me cause they know I ride
True to the ski mask, New York's my origin
Play a fake gangsta like an old accordion
According to him, when the D's rushed in
Complication from the wire, testimony was thin
Caused his man to go up north, the ball hit 'em again
Lame rap snitch nigga even told on the Mexican
Rap snitches, telling all their business
Sit in the court and be their own star witness
""Do you see the perpetrator?"" Yeah, I'm right here
Fuck around, get the whole label sent up for years
Rap snitches, telling all their business
Sit in the court and be their own star witness
""Do you see the perpetrator?"" Yeah, I'm right here
Fuck around, get the whole label sent up for years

True, there's rules to this shit, fools dare care
Everybody wanna rule the world with tears for fear
Yeah, yeah, tell 'em tell it on the mountain hill
Running up they mouth bill, everybody doubting still
Informer, keep it up and get tested
Pop through your bubble vest or double-breasted
He keep a lab down south in the little beast
So much heat you woulda thought it was the Middle East
A little grease always keeps the wheels a-spinning
Like sitting on twenty threes to get the squealers grinning
Hitting on many trees, feel real linen
Spitting on enemies, get the steel for tin men
Where no brains but gum flap
He said his gun clap, then he fled after one slap (Pap!)
Son, shut your trap, save it for the bitches
Mmm, delicious, rapp snitch knishes
You know what I'm saying? (It's terrible)
Crazy, man, I'm just analyzing this whole game
This is bugged out, man, niggas is snitching
Telling on they own self (It's a horror, yo)
Fuck around and get everybody bagged, man
(Atrocities) Fuck around and get yo mama bagged, nigga
You know your grandmama used to be bootlegging
Fake hustling nigga, heheheheh, haha
Perpetrator? Yeah, I'm right here...41Embed","DOOM and Fantastik talk about how foolish it is to rap about crimes that you could be prosecuted for one day.

The song’s instrumental had previously been released in DOOM’s collection of beats, Special Herbs, under the name Coffin Nails.","November 16, 2004"
MF DOOM,That’s That,"That’s That Lyrics
Already woke, spared a joke, barely spoke, rarely smoke
Stared at folks when properly provoked, mirror broke
Here, share a strawberry morning
Gone, an more important spawning, torn in, poor men sworn in
Cornish hens switching positions
Auditioning morticians, saw it in a vision, ignoring prison
Ignoramuses enlist and sound dumb
Found 'em drowned in cow's dung, crowns flung
Rings a Tinkerbell, sing for things that's frail as a fingernail
Bring a scale, stale ginger lingers
Seven figures invigor
Nigga, fresh from out the jail, alpha male
Sickest ninja injury this century, enter plea
Lend sympathy to limper Simple Simon rhymin' emcees
Trees is free, please leave a key
These meager fleas, he's the breeze
And she's the bee's knees for sheez, G's of G's
Seize property, shopper sprees, chop the cheese
Drop degrees to stop diseases, gee-whiz, Pa!
DOOM rock grammar like the kumbaya
Mama was a ho hopper, papa was a rolling stone
Star like Obama, pull a card like oh, drama
Civil liberties
These little titties' abilities riddle me, middle C (Ahhhh!)
Mmm, give a MC a rectal hysterectomy
Lecture on removal of the bowels, foul technically
Don't expect to see the recipe
Until we receive the check as well as the collection fee
More wreck than Section Z, what you expect to get for free?
Shit from me, history
The key, plucked it off the mayor
Chucked it in the ol' tar pit off La Brea, player
They say he's gone too far
DOOM'll catch em after Jumah on cue lacka!
Do whatcha gotta do, grarrrr
The rumors are not true, got two ma
No prob, got the job, hot bod, heartthrob
Scotchguard the bar with cotton swabs, dart lob
Bake a cake, sweet, Jamaica trade in treats on the beach
Make her skeet til her feets meet
Can it be I stayed away too long?
Did you miss these rhymes when I was gone?
As you listen to these crazy tracks
Check them stats then you know where I'm at
And that's that

Look, there's Doom now!
I followed him to the studio, but I was too late to stop him
That's right! You'll never stop me!
You're dead! You're all dead! Doom!51Embed","This song is often regarded as one of DOOM’s most impressive tracks due to the rhyme density on display. While the lyrics are somewhat abstract, the primary theme on display is braggadocio: dismissal of weaker MCs and the supremacy of DOOM as a vocalist.

The instrumental contains a sample of Galt MacDermot’s “Princess Gika”, off Woman Is Sweeter soundtrack. The sample was suggested to DOOM by then general manager of Stones Throw Records, Egon, who is a great crate digger. The instrumental had previously been released as the song “Styrax Gum,” off DOOM’s collection of beats, Special Herbs.","March 24, 2009"
