artist,title,lyrics,description,release date
Iron Maiden,The Number of the Beast,"The Number of the Beast Lyrics
Woe to you, o'er Earth and Sea
For the Devil sends the beast with wrath
Because he knows the time is short
Let him who hath understanding reckon the number of the beast
For it is a human number
Its number is six hundred and sixty six

I left alone, my mind was blank
I needed time to think to get the memories from my mind
What did I see? Can I believe
That what I saw that night was real and not just fantasy?
Just what I saw, in my old dreams
Were they reflections of my warped mind staring back at me?
Cause in my dreams, it's always there
The evil face that twists my mind and brings me to despair
YEAH!

The night was black, was no use holding back
'Cause I just had to see, was someone watching me?
In the mist, dark figures move and twist
Was all this for real or just some kind of hell?
666, the number of the beast
Hell and fire was spawned to be released

Torches blazed and sacred chants were phrased
As they start to cry, hands held to the sky
In the night, the fires are burning bright
The ritual has begun, Satan's work is done

666, the number of the beast
Sacrifice is going on tonight

This can't go on, I must inform the law
Can this still be real, or just some crazy dream?
But I feel drawn towards the chanting hordes
They seem to mesmerize, can't avoid their eyes

666, the number of the beast
666, the one for you and me
I'm coming back, I will return
And I'll possess your body and I'll make you burn
I have the fire, I have the force
I have the power to make my evil take its course15Embed","This song was the band’s second single from their 1982 album. It was influenced by the 1978 horror movie Damien: Omen II, which is about the 13-year-old Antichrist. It is one of Iron Maiden’s most famous and one of heavy metal’s most recognizable songs.

Basically, this song is about a dream. It’s not about devil worship.

—Steve Harris

The song starts with a quote from the Bible, read by British actor Barry Clayton; the first lines from Revelations 12:12 and the last three from Revelations 13:8. The band wanted the horror film actor Vincent Price to read this intro, but he wanted more money than they were willing to pay.

During the recording of the album, there were rumors floating about that supernatural occurrences had been going on in the studio, such as lights flipping on and off, strange noises and visions of Satan, that culminated in a car accident their producer Martin Birch was involved, the bill of which was 666 GBP. This was used as evidence that Satan and the Antichrist had a hand in making this. Many preachers and enemies of rock music were led to believe Maiden were Satanists because of the song’s title. Steve Harris replied: “They completely got the wrong end of the stick. They obviously hadn’t read the lyrics. They just wanted to believe all that rubbish about us being Satanists.”

Bruce Dickinson’s high-pitched scream at the end of the intro was a result of producer Martin Birch forcing the band to replay the intro several times. Dickinson became so fed up with the constant repeats that he emitted the scream out of frustration, and it fit so well that the band decided to keep it.","March 22, 1982"
Iron Maiden,Fear of the Dark,"Fear of the Dark Lyrics
I am a man who walks alone
And when I'm walking a dark road
At night or strolling through the park
When the light begins to change
I sometimes feel a little strange
A little anxious when it's dark

Fear of the dark, fear of the dark
I have a constant fear
That something's always near
Fear of the dark, fear of the dark
I have a phobia that someone's always there

Have you run your fingers down the wall
And have you felt your neck skin crawl
When you're searching for the light?
Sometimes when you're scared
To take a look, at the corner of the room
You've sensed that something's watching you

Fear of the dark, fear of the dark
I have constant fear
That something's always near
Fear of the dark, fear of the dark
I have a phobia that someone's always there
Have you ever been alone at night
Thought you heard footsteps behind
And turned around and no-one's there?
And as you quicken up your pace
You find it hard to look again
Because you're sure there's someone there

Fear of the dark, fear of the dark
I have constant fear
That something's always near
Fear of the dark, fear of the dark
I have a phobia that someone's always there

Fear of the dark, fear of the dark
Fear of the dark, fear of the dark
Fear of the dark, fear of the dark
Fear of the dark, fear of the dark
Fear of the dark, fear of the dark
Fear of the dark, fear of the dark
Fear of the dark, fear of the dark
Fear of the dark, fear of the dark
Watching horror films the night before
Debating witches and folklore
The unknown troubles on your mind
Maybe your mind is playing tricks
You sense, and suddenly eyes fix
On dancing shadows from behind

Fear of the dark, fear of the dark
I have constant fear
That something's always near
Fear of the dark, fear of the dark
I have a phobia that someone's always there
Fear of the dark, fear of the dark
I have constant fear
That something's always near
Fear of the dark, fear of the dark
I have a phobia that someone's always there

When I'm walking a dark road
I am a man who walks alone23Embed","The title track from Iron Maiden’s last album with lead singer Bruce Dickinson before his seven-year departure from the band, “Fear of the Dark” can be straightforwardly interpreted as a song about nyctophobia, and by extension whatever hides in darkness. The dark can also be more broadly interpreted as anything unknown or unfamiliar to someone that inspires in them fear and anxiety.

Steve [Harris], who wrote it, is really afraid of the dark. It’s the story of a man who walks in a park at night and, as it’s getting darker, he sees all sorts of worrying things. He becomes totally paranoid ‘cause his imagination is working overtime. It’s a great track.

—Bruce Dickinson



The song also sees more crowd participation than most other Iron Maiden songs. During live concerts, fans and spectators will often sing along to the guitar intro as well as the instrumental interlude.","May 11, 1992"
Iron Maiden,The Trooper,"The Trooper Lyrics
You'll take my life, but I'll take yours too
You'll fire your musket, but I'll run you through
So when you're waiting for the next attack
You'd better stand, there's no turning back
The bugle sounds, the charge begins
But on this battlefield, no one wins
The smell of acrid smoke and horse's breath
As I plunge on into certain death

Oh oh oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh oh oh

The horse, he sweats with fear, we break to run
The mighty roar of the Russian guns
And as we race towards the human wall
The screams of pain as my comrades fall
We hurdle bodies that lay on the ground
And the Russians fire another round
We get so near, yet so far away
We won't live to fight another day

Oh oh oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh oh oh

We get so close, near enough to fight
When a Russian gets me in his sights
He pulls the trigger and I feel the blow
A burst of rounds takes my horse below
And as I lay there, gazing at the sky
My body's numb and my throat is dry
And as I lay forgotten and alone
Without a tear, I draw my parting groan

Oh oh oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh oh oh29Embed","“The Trooper” tells of the futile heroism of a British soldier during the Charge of the Light Brigade, a light infantry manoeuvre during the Battle of Balaclava (1854) that was famously retold in Tennyson’s poem.

The poem was written 6 weeks after the event, reaching the British troops still fighting in the Crimean War (1853-1856), where it became an inspiring tribute.

The song was the second single released from Piece of Mind, and at the time was famous for its MTV banned music video, which depicted scenes from the 1936 Errol Flynn movie, in which actual horses died.

The song itself has since inspired Iron Maiden’s own beer:



And the Eddie from the single cover is even stamped on the arm of the song’s composer, Steve Harris.","May 16, 1983"
Metallica,Nothing Else Matters,"Nothing Else Matters Lyrics

So close, no matter how far
Couldn't be much more from the heart
Forever trusting who we are
And nothing else matters

Never opened myself this way
Life is ours, we live it our way
All these words I don't just say
And nothing else matters

Trust I seek and I find in you
Everyday, for us, something new
Open mind for a different view
And nothing else matters

Never cared for what they do
Never cared for what they know
But I know

So close, no matter how far
It couldn't be much more from the heart
Forever trusting who we are
And nothing else matters
Never cared for what they do
Never cared for what they know
But I know


I never opened myself this way
Life is ours, we live it our way
All these words I don't just say
And nothing else matters

Trust I seek and I find in you
Everyday, for us, something new
Open mind for a different view
And nothing else matters

Never cared for what they say
Never cared for games they play

Never cared for what they do
Never cared for what they know
And I know, yeah-yeah!

So close, no matter how far
Couldn't be much more from the heart
Forever trusting who we are
No, nothing else matters
133Embed","On their controversial self-titled album which came to be known as the Black Album, “Nothing Else Matters” was perhaps the greatest example of the new Metallica sound that alienated core fans. Frontman James Hetfield had been taking classical guitar lessons and wanted to show off his fingerpicking skills in the introduction. The song grew out of an extension of a phone call James made with his girlfriend while on tour and he was picking his guitar while on the phone.

While the song does get heavy during the second guitar solo, it is for the most part, a ballad about expressing your feelings, like an Emerson poem:

It was a song for myself in my room on tour when I was bumming out about being away from home. It’s quite amazing, it’s a true testament to honesty and exposing yourself, putting your real self out there, and taking the risk, taking a gamble that someone’s either going to step on your heart with spikes on or they’re going to put their heart right next to it, and you never know until you try. That solidified, I think, that we were doing the right thing, writing from the heart about what we felt, and you can’t go wrong that way.

“Nothing Else Matters” has become a song that any complete beginner who has never picked up a guitar can feel like they are playing Metallica for a few measures.

https://www.youtube.com/watch?v=tAGnKpE4NCI

Famed Hollywood composer Michael Kamen contributed an orchestrated part, which was mixed somewhat low in the song. To compensate, years later Metallica did the S&M concert and album with Kamen conducting the San Francisco Symphony, with “Nothing Else Matters” being a centerpiece and single.","August 12, 1991"
Metallica,One,"One Lyrics

I can't remember anything
Can't tell if this is true or a dream
Deep down inside, I feel to scream
This terrible silence stops me
Now that the war is through with me
I'm waking up, I cannot see
That there's not much left of me
Nothing is real but pain now

Hold my breath as I wish for death
Oh please, God, wake me

Back in the womb, it's much too real
In pumps life that I must feel
But can't look forward to reveal
Look to the time when I'll live
Fed through the tube that sticks in me
Just like a wartime novelty
Tied to machines that make me be
Cut this life off from me
Hold my breath as I wish for death
Oh please, God, wake me


Now, the world is gone, I'm just one
Oh, God, help me
Hold my breath as I wish for death
Oh please, God, help me

Darkness imprisoning me
All that I see, absolute horror
I cannot live, I cannot die
Trapped in myself, body my holding cell
Landmine has taken my sight
Taken my speech, taken my hearing
Taken my arms, taken my legs
Taken my soul, left me with life in Hell
126Embed","The fourth track on Metallica’s classic, …And Justice for All, is based on the novel Johnny Got His Gun by Dalton Trumbo. There, Joe Bonham, a soldier in World War I, is hit by a landmine explosion that takes away his limbs and face, and becomes a prisoner in his own body – Joe lost his senses and can’t communicate, but is still kept alive by the medical crew. Thus the lyrics follow his plea to be put out of his misery.

A specific passage that inspired the song is:

How could a man lose as much of himself as I have and still live? When a man buys a lottery ticket you never expect him to win because it’s a million to one shot. But if he does win, you’ll believe it because one in a million still leaves one. If I’d read about a guy like me in the paper I wouldn’t believe it, cos it’s a million to one. But a million to ONE always leaves one. I’d never expect it to happen to me because the odds of it happening are a million to one. But a million to one always leaves one. One.

“One” marked the first time Metallica did a music video for their songs. The video featured footage from the film adaptation of Johnny Got His Gun directed by Trumbo himself, which the band bought the rights for to make incorporating it easier.

https://www.youtube.com/watch?v=WM8bTdBs-cw","August 25, 1988"
Metallica,Enter Sandman,"Enter Sandman Lyrics

Say your prayers, little one, don't forget, my son
To include everyone
I tuck you in, warm within, keep you free from sin
'Til the Sandman, he comes

Sleep with one eye open
Gripping your pillow tight

Exit light
Enter night
Take my hand
We're off to never-never land

Something's wrong, shut the light, heavy thoughts tonight
And they aren't of Snow White
Dreams of war, dreams of liars, dreams of dragons' fire
And of things that will bite, yeah

Sleep with one eye open
Gripping your pillow tight
Exit light
Enter night
Take my hand
We're off to never-never land
Yeah-hah

Now, I lay me down to sleep (Now, I lay me down to sleep)
Pray the Lord my soul to keep (Pray the Lord my soul to keep)
If I die before I wake (If I die before I wake)
Pray the Lord my soul to take (Pray the Lord my soul to take)
Hush, little baby, don't say a word
And never mind that noise you heard
It's just the beasts under your bed
In your closet, in your head

Exit light
Enter night
Grain of sand

Exit light
Enter night
Take my hand
We're off to never-never land (yeah, haha haha)
Oh! Yeah-yeah, yo-oh
We're off to never-never land
Take my hand
We're off to never-never land
Take my hand
We're off to never-never land
We're off to never-never land
We're off to never-never land
We're off to never-never land92Embed","The lead single from Metallica’s commercially successful self-titled album, “Enter Sandman” was certified platinum, selling over 1 million copies.  The song was Metallica’s biggest radio hit and it’s considered their signature song.

The song follows the theme of childhood fear, in nightmares, with the eponymous Sandman symbolizing the sleep that he dreads.  However, the Sandman of European folklore actually represents the bringer of good dreams.

In 2007, drummer Lars Ulrich told Uncut:

‘Enter Sandman’ was the first thing we came up with when we sat down for the songwriting process in July 1990. The 10-minute, 12-tempo-changes side of Metallica had run its course. We wanted to streamline and simplify things. We wrote the song in a day or two. All the bits of ‘Enter Sandman’ are derived from the main riff.

Meanwhile, James Hetfield told Uncut:

I wanted more of the mental thing where this kid gets manipulated by what adults say. You know when you wake up with that shit in your eye? That’s supposedly been put in there by the sandman to make you dream. So the guy in the song tells this little kid that and he kinda freaks. He can’t sleep after that and it works the opposite way. Instead of a soothing thing, the table’s turned.

Twenty years after the song’s release, producer Bob Rock shared the original concept of the song’s lyrics with Music Radar:

At first, based on the music and the riff, the band and their management thought it could be the first single. Then they heard James’ lyrics and realized the song was about crib death. That didn’t go over well. I sat down with James and talked to him about his words. I told him, ‘What you have is great, but it can be better. Does it have to be so literal?’ Not that I was thinking about the single; I just wanted him to make the song great. It was a process, him learning to say what he wanted but in a more poetic and open sort of way. He rewrote some lyrics and it was all there… the first single.","August 12, 1991"
Slayer,Angel of Death,"Angel of Death Lyrics

Ah!

Auschwitz, the meaning of pain
The way that I want you to die
Slow death, immense decay
Showers that cleanse you of your life
Forced in, like cattle you run
Stripped of
Your life's worth
Human mice, for the angel of death
Four hundred thousand more to die

Angel of death
Monarch to the kingdom of the dead

Sadistic, surgeon of demise
Sadist of the noblest blood
Destroying, without mercy
To benefit the Aryan race
Surgery, with no anesthesia
Feel the knife pierce you intensely
Inferior, no use to mankind
Strapped down, screaming out to die
Angel of death
Monarch to the kingdom of the dead
Infamous butcher
Angel of death

Pumped with fluid, inside your brain
Pressure in your skull begins pushing through your eyes
Burning flesh drips away
Test of heat burns your skin, your mind starts to boil
Frigid cold cracks your limbs
How long can you last
In this frozen water burial?
Sewn together, joining heads
Just a matter of time
'Till you rip yourselves apart

Millions laid out in their
Crowded tombs
Sickening ways to achieve
The Holocaust

Seas of blood, bury life
Smell your death as it burns
Deep inside of you
Abacinate, eyes that bleed
Praying for the end of
Your wide awake nightmare
Wings of pain, reach out for you
His face of death staring down
Your blood's running cold
Injecting cells, dying eyes
Feeding on the screams of
The mutants he's creating
Pathetic harmless victims
Left to die
Rancid angel of death
Flying free


Angel of death
Monarch to the kingdom of the dead
Infamous butcher
Angel of death
Angel of death15Embed","The lyrics and music were written by Slayer guitarist Jeff Hanneman and are based on Nazi physician Josef Mengele, known as “Todesengel” or “Angel of Death,” who conducted human experiments at the Auschwitz concentration camp during World War II. “Angel of Death” contributed to the band facing accusations of Nazi sympathizing and racism throughout their career, as did their habit of wearing swastikas at photo ops:



This song is linguistically significant for containing the earliest known usage of the word “abacinate” (see that line’s annotation for more info).","October 7, 1986"
Slayer,Raining Blood,"Raining Blood Lyrics

Trapped in purgatory
A lifeless object, alive
Awaiting reprisal
Death will be their acquittance
The sky is turning red
Return to power draws near
Fall into me, the sky's crimson tears
Abolish the rules made of stone

Pierced from below, souls of my treacherous past
Betrayed by many, now ornaments dripping above

Awaiting the hour of reprisal
Your time slips away

Raining blood
From a lacerated sky
Bleeding its horror
Creating my structure
Now, I shall reign in blood
24Embed","One of Slayer’s signature songs both concludes and gives its name to their most acclaimed album. Writers Kerry King and the late Jeff Hanneman have said it’s one of their favorite songs to play live, and it has been an almost permanent fixture in their live set lists for more than 30 years. Often, they perform in the midst of a rain of stage blood.



According to D.X. Ferris' book Reign in Blood, Hanneman explained,

It’s about a guy who’s in Purgatory ‘cause he was cast out of Heaven. He’s waiting for revenge and wants to fuck that place up.

King added,

The rest of the song explains what happens when he starts fucking people up. The lyrics ‘Return to power draws near’ is because he’s waiting to get strong enough again to overthrow Heaven. And then ‘Fall into me, the sky’s crimson tears’ is everybody’s blood flowing into him. So basically, ‘Raining Blood’ is all the angels' blood falling on him.","October 7, 1986"
Slayer,Dead Skin Mask,"Dead Skin Mask Lyrics
How I've waited for you to come
I've been here all alone
Now that you've arrived
Please stay awhile
And I promise I won't keep you long
I'll keep you forever (forever, forever, forever)

Graze the skin with my fingertips
The brush of dead, cold flesh appease the means
Provoking images, delicate features so smooth
A pleasant fragrance in the light of the moon

Dance with the dead in my dreams
Listen to their hallowed screams
The dead have taken my soul
Temptation's lost all control

Simple smiles elude psychotic eyes
Lose all mind control, rationale declines
Empty eyes enslave the creations
Of placid faces and lifeless pageants
In the depths of a mind insane
Fantasy and reality are the same


Graze the skin with my fingertips
The brush of dead, warm flesh pacifies the means
Incised members ornaments on my being
Adulating the skin before me

Simple smiles elude psychotic eyes
Lose all mind control, rationale declines
Empty eyes enslave the creations
Of placid faces and lifeless pageants

Dance with the dead in my dreams (Hello? Hello, Mr. Gein?)
Listen to their hallowed screams (Mr. Gein?)
The dead have taken my soul (Let me out of here, Mr. Gein)
Temptation's lost all control (Mr. Gein? I don't want to play anymore, Mr. Gein)
Dance with the dead in my dreams (Mr. Gein, this isn't fun anymore)
Listen to their hallowed screams (I don't wanna play anymore, Mr. Gein)
The dead have taken my soul (Mr. Gein? I want out of here, Mr. Gein)
Temptation's lost all control (Let me out now)10Embed","Dead Skin Mask is about Ed Gein, an American murderer and body snatcher from the mid-1900s who took bodies from caskets for the sake of keeping their bones and skin. He also admitted to killing two women in the 1950s. Gein was the inspiration for several famous horror movies and horror game villains, including Norman Bates from Psycho, Leatherface from Texas Chainsaw Massacre, Buffalo Bill from The Silence of the Lambs, and Eddie Gluskin from the video game Outlast.","October 9, 1990"
Slipknot,Snuff,"Snuff Lyrics

Bury all your secrets in my skin
Come away with innocence, and leave me with my sins
The air around me still feels like a cage
And love is just a camouflage for what resembles rage again

So if you love me, let me go
And run away before I know
My heart is just too dark to care
I can't destroy what isn't there
Deliver me into my fate
If I'm alone I cannot hate
I don't deserve to have you
Ooh my smile was taken long ago
If I can change I hope I never know

I still press your letters to my lips
And cherish them in parts of me that savor every kiss
I couldn't face a life without your light (Without your light)
But all of that was ripped apart when you refused to fight

So save your breath, I will not hear
I think I made it very clear
You couldn't hate enough to love
Is that supposed to be enough?
I only wish you weren't my friend
Then I could hurt you in the end
I never claimed to be a saint
Ooh my own was banished long ago
It took the death of hope to let you go

Oh, oh

So break yourself against my stones
And spit your pity in my soul
You never needed any help
You sold me out to save yourself
And I won't listen to your shame
You ran away, you're all the same
Angels lie to keep control
Ooh my love was punished long ago
If you still care, don't ever let me know
If you still care, don't ever let me know
112Embed","“Snuff” is a relatively slow song, as compared to the majority of other songs on the All Hope Is Gone. The acoustic dark song tells the story of a man who falls in love and believes the other person feels the same towards them, just to realize they don’t feel that way.

This was the last released single featuring bassist Paul Gray and drummer Joey Jordison. Gray would pass away 8 months after release while Jordison would be fired via email 4 years after release. In later solo shows, Corey Taylor performed an acoustic version of this song as a tribute to Gray.","September 28, 2009"
Slipknot,Psychosocial,"Psychosocial Lyrics
Ooh, yeah

I did my time, and I want out
So effusive, fade, it doesn't cut, the soul is not so vibrant
The reckoning, the sickening
Packaging subversion, pseudo-sacrosanct perversion
Go drill your deserts, go dig your graves
Then fill your mouth with all the money you will save
Sinking in, getting smaller again
I'm done, it has begun, I'm not the only one

And the rain will kill us all
Throw ourselves against the wall
But no one else can see
The preservation of the martyr in me

Psychosocial, psychosocial, psychosocial
Psychosocial, psychosocial, psychosocial

There are cracks in the road we laid
But where the temple fell, the secrets have gone mad
This is nothing new, but when we killed it all
The hate was all we had
Who needs another mess? We could start over
Just look me in the eyes and say I'm wrong
Now there's only emptiness, venomous, insipid
I think we're done, I'm not the only one
And the rain will kill us all
Throw ourselves against the wall
But no one else can see
The preservation of the martyr in me

Psychosocial, psychosocial, psychosocial
Psychosocial, psychosocial, psychosocial


The limits of the dead
The limits of the dead
The limits of the dead
The limits of the dead

Fake anti-fascist lie (Psychosocial)
I tried to tell you, but (Psychosocial)
Your purple hearts are giving out! (Psychosocial)
Can't stop a killing idea (Psychosocial)
If it's hunting season (Psychosocial)
Is this what you want? (Psychosocial)
I'm not the only one
And the rain will kill us all
Throw ourselves against the wall
But no one else can see
The preservation of the martyr in me

And the rain will kill us all
Throw ourselves against the wall
But no one else can see
The preservation of the martyr in me

The limits of the dead
The limits of the dead81Embed","“Psychosocial” is a song about hate for life and broken society. It’s the second single from All Hope is Gone and was nominated for the 2009 Grammy for Best Metal Performance, losing to Metallica’s “My Apocalypse.”

In the video for “Psychosocial,” Slipknot burned the “purgatory masks” that they had revealed for during the promotion of the All Hope is Gone album in 2008.

That was a Shawn Crahan idea. Those are Mardi Gras heads of our faces from the death masks we wore in the ‘Vermillion’ video. It’s just a teaser, but it’s totally genius. When I first heard about it, I was like, ‘Are you fuckin’ kidding me?’ But then I saw the results, and I was like, ‘I totally get it!’ He’s got a good vision, man; he’s a great artist.

—Joey Jordison

More or less, we have these giant masks that we’re wearing, called ‘purgatory masks.’ They’re like giant death masks, and they represent ego.

—Shawn Crahan","July 16, 2008"
Slipknot,Duality,"Duality Lyrics
I push my fingers into my eyes
It's the only thing that slowly stops the ache
But it's made of all the things I have to take
Jesus, it never ends, it works its way inside
If the pain goes on

I have screamed until my veins collapsed
I've waited as my time's elapsed
Now all I do is live with so much fate
I've wished for this, I've bitched at that
I've left behind this little fact
You cannot kill what you did not create

I've gotta say what I've gotta say
And then I swear I'll go away
But I can't promise you'll enjoy the noise
I guess I'll save the best for last
My future seems like one big past
You're left with me 'cause you left me no choice

I push my fingers into my eyes
It's the only thing that slowly stops the ache
If the pain goes on, I'm not gonna make it!
Put me back together or separate the skin from bone
Leave me all the pieces, then you can leave me alone
Tell me the reality is better than the dream
But I found out the hard way, nothing is what it seems!

I push my fingers into my eyes
It's the only thing that slowly stops the ache
But it's made of all the things I have to take
Jesus, it never ends, it works its way inside
If the pain goes on, I'm not gonna make it!

All I've got, all I've got is insane
All I've got, all I've got is insane
All I've got, all I've got is insane!
All I've got, all I've got is insane!
All I've got, all I've got is insane!
All I've got, all I've got is insane!

I push my fingers into my eyes
It's the only thing that slowly stops the ache
But it's made of all the things I have to take
Jesus, it never ends, it works its way inside
If the pain goes on, I'm not gonna make it!
All I've got, all I've got is insane
All I've got, all I've got is insane
All I've got, all I've got is insane!
All I've got, all I've got is insane!58Embed","“Duality” was the 1st single from Slipknot’s 3rd album, Vol 3: The Subliminal Verses, and was released on May 25, 2004. It was produced by Rick Rubin.

It peaked at #5 on the US Rock Chart and reached #15 in the UK, where it remains their highest-charting song. In 2019, Billboard named it the band’s best song.

The music video was shot at a fan’s house, resulting in Roadrunner Records paying the fan’s family $50,000 for damages incurred in the shoot.



According to Corey Taylor:

“Duality” is about standing at the crossroads of your life, looking down both paths, and going, “Now what am I going to do?” Did you ever get that headache that is just not going to go away, and you end up sticking your thumb and middle finger so far into your eyes, just to stop the pain? It usually has to do with making a choice. You get to that point in everyday life when you have to make a decision that you may not want to, but you’re kind of pushed into that position. ""

Like all of the songs on “Vol. 3…”, Duality contains NO explicit lyrics, and was the first Slipknot single that was released without requiring a clean radio version.

It is also important for the entire album to remember that this is the album where Corey Taylor went sober and Clown dawned his “healing” mask.","May 4, 2004"
System of a Down,Chop Suey!,"Chop Suey! Lyrics
We're rolling ""Suicide""

Wake up (Wake up)
Grab a brush and put a little makeup
Hide your scars to fade away the shakeup (Hide the scars to fade away the shakeup)
Why'd you leave the keys upon the table?
Here you go, create another fable, you wanted to
Grab a brush and put a little makeup, you wanted to
Hide the scars to fade away the shakeup, you wanted to
Why'd you leave the keys upon the table? You wanted to

I don't think you trust
In my self-righteous suicide
I cry when angels deserve to die

Ah! Wake up (Wake up)
Grab a brush and put a little makeup (A little bit)
Hide the scars to fade away the (Hide the scars to fade away the shakeup)
Why'd you leave the keys upon the table?
Here you go, create another fable, you wanted to
Grab a brush and put a little makeup, you wanted to
Hide the scars to fade away the shakeup, you wanted to
Why'd you leave the keys upon the table? You wanted to
I don't think you trust
In my self-righteous suicide
I cry when angels deserve to die
In my self-righteous suicide
I cry when angels deserve to die

Father, father, father, father
Father, father, father, father
Father, into your hands I commend my spirit
Father, into your hands
Why have you forsaken me?
In your eyes, forsaken me?
In your thoughts, forsaken me?
In your heart, forsaken me? Oh

Trust in my self-righteous suicide
I cry when angels deserve to die
In my self-righteous suicide
I cry when angels deserve to die166Embed","Rick Rubin, who produced Toxicity for System of a Down, cites this song as one of his most important projects. He told Rolling Stone:

This song was originally going to be called “Self-Righteous Suicide,” and the record company rebelled. I remember wanting to go to the mat and keep the title, and the band decided, “Let’s call it ‘Chop Suey!’” which I thought was kind of funny.

Chop-suey is the Americanization of the Chinese quick dish tsap sui, which means “odds and ends, mixed bits” in the Cantonese dialect. The song title is a play on “Self-right-Chop Suey-cide,” that has a further sort of humor in that they mixed up a controversial word into a nonsensical word to create a more ‘radio-friendly’ title.

The song enjoyed success, climbing the charts after its August 2001 release before virtually disappearing from airwaves after 9/11. The song’s chorus, with its congratulatory “self-righteous suicide,” and lament, “I cry when angels deserve to die” was considered a bit too raw for listeners at the time. In the wake of the tragedy, Clear Channel Communications (now iHeartMedia) put out a memo to its subsidiary radio stations  temporarily blackballing (but not outright banning) it, along with 164 other “lyrically questionable” songs. Eventually, the record resurfaced on the charts—in part due to its earlier popularity, in part due to the lack of new singles released that September. However, it remains one of System of a Down’s worst performing US singles, particularly relative to the song’s global performance.

Although the lyrics are viewed as confrontational, the singer is actually challenging the listener to “wake up” and reconsider the way that they judge and deride people who are engaged in self-destructive behaviors. The song culminates in a biblical connection to Jesus before his death on the cross, with the singer ostensibly having chosen his “self-righteous suicide” so that these ‘sinners’ would be forgiven.","August 13, 2001"
System of a Down,Toxicity,"Toxicity Lyrics

Conversion, software version 7.0
Looking at life through the eyes of a tire hub
Eating seeds as a pastime activity
The toxicity of our city, of our city

You, what do you own the world? How do you own disorder, disorder?
Now, somewhere between the sacred silence, sacred silence and sleep
Somewhere between the sacred silence and sleep
Disorder, disorder, disorder

More wood for their fires, loud neighbors
Flashlight reveries caught in the headlights of a truck
Eating seeds as a pastime activity
The toxicity of our city, of our city

You, what do you own the world? How do you own disorder, disorder?
Now, somewhere between the sacred silence, sacred silence and sleep
Somewhere between the sacred silence and sleep
Disorder, disorder, disorder

You, what do you own the world? How do you own disorder?
Now, somewhere between the sacred silence, sacred silence and sleep
Somewhere between the sacred silence and sleep
Disorder, disorder, disorder

When I became the sun, I shone life into the man's hearts
When I became the sun, I shone life into the man's hearts83Embed","“Toxicity” is one of System of a Down’s biggest hits, the song reached No. 70 on Billboard Hot 100 and No. 3 on Mainstream Rock chart. During a performance at the 2005 Download Festival, Daron Malakian said that the song was about Attention-Deficit/Hyperactivity Disorder (ADHD), a psychological condition that interferes with an individual’s executive functions. The video for the song was directed by the band’s bassist Shavo Odadjian, just like “Aerials” video.","September 4, 2001"
System of a Down,B.Y.O.B.,"B.Y.O.B. Lyrics
You!
Why do they always send the poor?

Barbarisms by Barbaras with pointed heels
Victorious Victoria’s kneel for brand new spanking deals
Marching forward, hypocritic and hypnotic computers
You depend on our protection, yet you feed us lies from the table cloth

La, la, la, la, la, la, la, la, la, la, ooh-ooh
Everybody's going to the party, have a real good time
Dancing in the desert, blowing up the sunshine

Kneeling roses disappearing into Moses' dry mouth
Breaking into Fort Knox, stealing our intentions
Hangars sitting dripped in oil, crying, ""Freedom""
Handed to obsoletion, still, you feed us lies from the table cloth

La, la, la, la, la, la, la, la, la, la, ooh-ooh
Everybody's going to the party, have a real good time
Dancing in the desert, blowing up the sunshine
Everybody's going to the party, have a real good time
Dancing in the desert, blowing up the sunshine
Blast off, it's party time
And we don't live in a fascist nation
Blast off, it's party time
And where the fuck are you?

Where the fuck are you?
Where the fuck are you?
Why don't presidents fight the war?
Why do they always send the poor?
Why don't presidents fight the war?
Why do they always send the poor?
Why do they always send the poor?
Why do they always send the poor?
Why they always send the poor?

Kneeling roses disappearing into Moses' dry mouth
Breaking into Fort Knox, stealing our intentions
Hangars sitting dripped in oil, crying, ""Freedom""
Handed to obsoletion, still, you feed us lies from the table cloth

La, la, la, la, la, la, la, la, la, la, ooh-ooh
Everybody's going to the party, have a real good time
Dancing in the desert, blowing up the sunshine
Everybody's going to the party, have a real good time
Dancing in the desert, blowing up the sun
Where the fuck are you?
Where the fuck are you?
Why don't presidents fight the war?
Why do they always send the poor?
Why don't presidents fight the war?
Why do they always send the poor?
Why do they always send the poor?
Why do they always send the poor?

Why do they always send the poor?
Why do they always send the poor?
Why do they always send the poor?
They always send the poor, they always send the poor63Embed","“B.Y.O.B.” (“Bring Your Own Bombs”) is the first single released from American heavy metal band System of a Down’s fourth album Mezmerize.

Like their earlier song “Boom!,” it was written in protest against the Iraq War.

B.Y.O.B. means “Bring Your Own Bombs,” as opposed to the common interpretation “Bring Your Own Booze,” referring to the Iraq War as one big party for the United States, where instead of Jägerbombs they drop real ones.

It made onto numerous “Top 40” playlists around the globe, including Germany, New Zealand, Australia and the United States, and occasionally made it to #1 on other music shows.","March 29, 2005"
